country,customer_id,boxes_taken,activation_channel,state,recipe_score_count,recipe_score_freq,app_uses,app_store
AU,4393,25,C,N,45,0.111111111,20,itunes
AU,4394,40,E,N,45,0.666666667,25,itunes
AU,4395,20,C,W,55,0,60,itunes
AU,4396,15,C,L,60,0.333333333,45,itunes
AU,4397,25,A,W,60,0,25,itunes
AU,4398,45,A,L,75,0.066666667,30,itunes
AU,4399,80,A,W,55,0.090909091,25,itunes
AU,4400,20,D,W,45,0,0,
AU,4401,15,C,N,50,0,15,itunes
AU,4402,25,C,T,55,0.545454545,0,itunes
AU,4403,25,C,W,55,0,30,itunes
AU,4404,55,E,C,75,0,0,
AU,4405,25,C,W,65,0,30,itunes
AU,4406,15,C,L,75,0,30,google
AU,4407,65,C,C,45,0.222222222,0,
AU,4408,100,C,W,75,0,15,google
AU,4409,45,A,W,75,0,15,itunes
AU,4410,255,C,L,75,0,5,google
AU,4411,30,A,C,55,0.272727273,25,itunes
AU,4412,25,E,L,75,0.333333333,20,itunes
AU,4413,55,C,W,75,0,35,itunes
AU,4414,40,C,W,75,0,20,itunes
AU,4415,20,C,W,60,0,15,google
AU,4416,55,C,A,50,0,0,itunes
AU,4417,75,D,N,45,0,0,
AU,4418,20,D,C,45,0.666666667,20,google
AU,4419,25,D,N,45,0,0,
AU,4420,235,C,W,50,0,20,itunes
AU,4421,95,E,T,50,0.3,15,itunes
AU,4422,65,B,W,75,0,15,itunes
AU,4423,20,F,N,75,0.2,10,itunes
AU,4424,100,F,W,70,0,15,itunes
AU,4425,50,F,W,60,0,15,itunes
AU,4426,25,F,W,45,0,15,google
AU,4427,95,D,C,45,0.111111111,20,itunes
AU,4428,35,B,W,60,0,20,itunes
AU,4429,15,A,L,50,0,20,itunes
AU,4430,35,A,L,70,0,25,itunes
AU,4431,75,F,L,60,0,15,itunes
AU,4432,40,C,W,45,0,0,google
AU,4433,20,C,W,75,0,50,google
AU,4434,35,F,N,60,0,0,
AU,4435,60,E,W,65,0,15,itunes
AU,4436,20,C,C,70,0,0,
AU,4437,230,C,W,60,0,15,itunes
AU,4438,245,B,L,45,0,25,itunes
AU,4439,160,A,C,75,0,0,itunes
AU,4440,230,G,N,45,0,0,itunes
AU,4441,100,C,T,70,0.714285714,10,itunes
AU,4442,20,C,W,45,0,25,itunes
AU,4443,55,A,W,75,0,50,itunes
AU,4444,60,C,N,55,0,20,itunes
AU,4445,20,C,C,45,0,0,
AU,4446,35,F,C,45,0,0,google
AU,4447,30,C,N,45,0.333333333,20,itunes
AU,4448,15,A,C,65,0,15,itunes
AU,4449,20,C,N,60,0,10,itunes
AU,4450,40,C,W,45,0,30,itunes
AU,4451,220,D,N,45,0,25,itunes
AU,4452,115,C,N,45,1,15,google
AU,4453,115,F,W,45,0,25,itunes
AU,4454,85,E,C,75,0,30,google
AU,4455,20,A,W,60,0,50,google
AU,4456,115,C,W,75,0.133333333,20,itunes
AU,4457,25,C,N,75,0,35,itunes
AU,4458,30,A,L,60,0,25,google
AU,4459,85,A,L,55,0.363636364,30,itunes
AU,4460,225,E,W,60,1,20,itunes
AU,4461,65,C,C,75,0,25,itunes
AU,4462,110,C,W,45,0.555555556,20,google
AU,4463,100,A,W,45,0,30,itunes
AU,4464,140,A,L,60,0,15,itunes
AU,4465,35,B,W,45,0,0,google
AU,4466,50,D,N,45,0,15,itunes
AU,4467,30,A,W,60,0.333333333,0,
AU,4468,20,C,C,75,0,20,itunes
AU,4469,215,A,L,45,0,15,itunes
AU,4470,45,C,C,50,0.1,30,google
AU,4471,65,A,L,50,0,25,itunes
AU,4472,45,E,W,45,0,30,itunes
AU,4473,20,C,L,50,0,40,itunes
AU,4474,30,C,S,45,0,20,itunes
AU,4475,30,F,W,50,0.4,45,itunes
AU,4476,70,A,W,75,0,0,
AU,4477,90,A,L,60,0,20,google
AU,4478,25,C,N,45,0.333333333,5,itunes
AU,4479,20,C,C,75,0,170,itunes
AU,4480,60,A,L,60,0,10,itunes
AU,4481,20,C,C,60,0,10,itunes
AU,4482,30,B,N,75,0,20,itunes
AU,4483,65,C,N,75,0,40,itunes
AU,4484,100,F,N,60,0.916666667,30,itunes
AU,4485,30,E,L,60,0.25,30,itunes
AU,4486,60,A,L,45,0.444444444,25,itunes
AU,4487,25,C,C,50,0,15,itunes
AU,4488,140,A,L,45,0,5,itunes
AU,4489,120,A,L,45,0,25,google
AU,4490,25,A,L,45,0,0,
AU,4491,125,C,N,55,0,25,itunes
AU,4492,40,A,N,45,0,30,itunes
AU,4493,25,B,C,45,0,20,google
AU,4494,15,E,N,45,0,25,itunes
AU,4495,20,C,L,55,0.272727273,0,
AU,4496,35,C,N,75,0,15,itunes
AU,4497,70,C,A,60,0,20,itunes
AU,4498,15,F,L,45,0,25,itunes
AU,4499,15,C,W,65,0,50,itunes
AU,4500,240,D,W,45,0,25,itunes
AU,4501,155,C,L,65,0,15,itunes
AU,4502,30,C,L,45,0,30,itunes
AU,4503,15,F,N,60,0,25,itunes
AU,4504,190,A,C,45,0,30,itunes
AU,4505,120,B,C,45,0,25,google
AU,4506,85,F,N,45,0.333333333,25,itunes
AU,4507,170,C,L,45,0,20,itunes
AU,4508,20,C,W,45,0.666666667,65,google
AU,4509,110,F,N,75,0,0,
AU,4510,15,C,W,55,0,0,
AU,4511,50,C,L,45,0,35,itunes
AU,4512,265,C,L,75,1,20,itunes
AU,4513,25,C,L,75,0,0,
AU,4514,85,D,W,45,0,15,google
AU,4515,30,C,C,65,0.307692308,35,itunes
AU,4516,40,B,W,45,0,30,itunes
AU,4517,55,F,W,60,0,25,google
AU,4518,20,C,A,100,0,20,google
AU,4519,30,F,N,60,0,20,itunes
AU,4520,20,A,W,75,0,20,itunes
AU,4521,15,A,L,50,0,35,google
AU,4522,25,A,N,75,0,30,itunes
AU,4523,100,B,L,45,0,50,itunes
AU,4524,15,F,L,45,0,25,itunes
AU,4525,140,C,N,55,0,25,itunes
AU,4526,20,C,C,45,0,15,itunes
AU,4527,75,C,W,60,0,0,
AU,4528,230,F,N,45,0,0,
AU,4529,150,D,T,45,0,35,itunes
AU,4530,15,D,T,55,0.090909091,35,itunes
AU,4531,30,E,N,45,0.666666667,15,itunes
AU,4532,20,C,L,75,0,0,
AU,4533,25,D,T,45,0,0,
AU,4534,35,F,N,75,0,15,google
AU,4535,25,F,L,60,0.25,10,google
AU,4536,120,E,C,60,0.416666667,20,itunes
AU,4537,25,A,C,45,0,15,itunes
AU,4538,40,C,L,45,0,25,itunes
AU,4539,25,C,W,50,0.1,35,google
AU,4540,240,F,W,60,0.25,35,itunes
AU,4541,35,C,W,55,0,15,itunes
AU,4542,25,C,N,75,0,25,itunes
AU,4543,60,C,C,65,0,30,google
AU,4544,70,C,W,70,0,65,itunes
AU,4545,60,F,L,45,0.666666667,10,itunes
AU,4546,35,A,L,75,0,20,itunes
AU,4547,50,F,C,45,0,0,
AU,4548,70,A,W,45,0,25,itunes
AU,4549,120,D,L,45,0.111111111,35,itunes
AU,4550,15,D,L,45,0,0,
AU,4551,30,D,N,45,0,5,itunes
AU,4552,20,D,C,60,0,0,
AU,4553,20,C,L,75,0,90,itunes
AU,4554,15,C,C,75,0,35,google
AU,4555,15,A,W,60,0,15,google
AU,4556,95,F,W,45,0,35,google
AU,4557,135,A,L,45,0,0,
AU,4558,30,C,W,60,0.416666667,0,
AU,4559,50,C,L,65,0.307692308,55,itunes
AU,4560,20,C,N,65,0,30,itunes
AU,4561,65,C,C,55,0,20,itunes
AU,4562,55,B,W,75,0,0,
AU,4563,80,F,W,75,0,25,itunes
AU,4564,20,E,C,75,0,20,itunes
AU,4565,65,C,W,45,0,35,itunes
AU,4566,80,C,S,60,0,75,itunes
AU,4567,25,C,T,60,0,0,
AU,4568,250,F,W,75,0,0,
AU,4569,35,A,N,45,0,20,itunes
AU,4570,60,A,N,45,0.555555556,0,itunes
AU,4571,75,C,N,45,0,30,itunes
AU,4572,15,C,C,60,0,0,
AU,4573,15,A,L,45,0,30,itunes
AU,4574,155,E,N,60,0,0,
AU,4575,65,G,N,75,0,10,google
AU,4576,60,D,T,45,0,40,google
AU,4577,110,D,N,45,0,5,itunes
AU,4578,20,D,L,45,0,30,itunes
AU,4579,15,C,W,45,0.333333333,10,google
AU,4580,45,D,N,45,0.555555556,40,itunes
AU,4581,15,E,S,45,0,0,
AU,4582,20,F,N,50,0,70,itunes
AU,4583,240,D,N,45,0,20,itunes
AU,4584,15,E,N,45,0,0,
AU,4585,60,F,N,45,0,10,itunes
AU,4586,15,C,C,75,0.266666667,15,google
AU,4587,15,G,C,75,0,35,google
AU,4588,35,A,W,60,0,30,itunes
AU,4589,20,D,N,45,0,50,google
AU,4590,20,D,C,45,0,25,itunes
AU,4591,30,E,S,60,0.166666667,10,google
AU,4592,210,C,L,45,0.333333333,20,google
AU,4593,15,C,L,45,0,25,google
AU,4594,15,C,W,60,0.25,40,itunes
AU,4595,225,C,N,60,0,25,itunes
AU,4596,40,C,N,65,0,30,google
AU,4597,20,F,N,45,0,35,itunes
AU,4598,75,F,L,60,0.083333333,20,itunes
AU,4599,65,D,L,45,0,40,google
AU,4600,80,F,L,45,0,20,itunes
AU,4601,25,C,N,55,0,20,itunes
AU,4602,15,C,L,45,0,10,itunes
AU,4603,70,B,L,45,0,25,itunes
AU,4604,15,C,C,75,0,0,
AU,4605,100,F,L,50,0.7,20,itunes
AU,4606,20,D,L,45,0,30,google
AU,4607,135,F,N,60,0,35,itunes
AU,4608,140,C,L,45,0,5,itunes
AU,4609,20,C,S,45,0,5,itunes
AU,4610,30,C,W,60,0,25,google
AU,4611,60,C,W,45,0.111111111,40,itunes
AU,4612,15,F,L,60,0,30,itunes
AU,4613,40,F,W,75,0.066666667,20,google
AU,4614,30,C,W,45,0.333333333,20,itunes
AU,4615,230,B,C,60,0.833333333,40,itunes
AU,4616,120,B,W,60,0,40,itunes
AU,4617,180,C,C,45,0.333333333,20,google
AU,4618,15,C,N,50,0.6,70,itunes
AU,4619,105,C,W,75,0,5,itunes
AU,4620,105,A,S,60,0,15,google
AU,4621,25,C,L,45,0.555555556,95,itunes
AU,4622,20,C,C,60,0,20,itunes
AU,4623,210,E,C,60,0,15,itunes
AU,4624,100,A,L,60,0,0,
AU,4625,45,G,W,60,0.333333333,0,itunes
AU,4626,100,B,W,60,0,15,itunes
AU,4627,30,A,L,45,0,0,itunes
AU,4628,15,B,C,45,0,25,itunes
AU,4629,85,A,L,45,0.555555556,25,itunes
AU,4630,15,C,W,60,0,35,google
AU,4631,15,D,C,45,0,50,google
AU,4632,30,E,W,60,0.166666667,20,itunes
AU,4633,60,C,C,65,0,30,itunes
AU,4634,50,C,L,45,0,0,itunes
AU,4635,70,C,L,45,0,25,itunes
AU,4636,50,F,W,75,0,55,itunes
AU,4637,60,C,W,60,0,20,itunes
AU,4638,30,C,W,60,0,0,itunes
AU,4639,55,G,N,75,0.933333333,0,itunes
AU,4640,60,C,W,55,0,50,itunes
AU,4641,15,A,W,45,0,55,itunes
AU,4642,20,A,W,55,0,0,
AU,4643,145,C,W,55,0.272727273,20,itunes
AU,4644,25,F,L,75,0,40,google
AU,4645,25,G,N,65,0.307692308,25,itunes
AU,4646,175,F,L,45,0,45,itunes
AU,4647,70,C,L,45,0,5,google
AU,4648,30,C,L,75,1,35,itunes
AU,4649,30,A,C,45,0.555555556,30,itunes
AU,4650,15,C,W,60,0,25,itunes
AU,4651,30,E,L,65,0,30,itunes
AU,4652,55,F,A,45,0,40,itunes
AU,4653,35,C,W,75,0,25,google
AU,4654,25,F,L,75,0.2,15,google
AU,4655,25,B,L,45,0,40,itunes
AU,4656,20,C,C,45,0.666666667,10,itunes
AU,4657,15,E,L,45,0,115,itunes
AU,4658,160,F,W,60,0,25,itunes
AU,4659,25,D,C,45,0,0,
AU,4660,15,D,N,45,0,10,google
AU,4661,20,A,N,60,0.666666667,45,itunes
AU,4662,15,F,L,60,0,10,itunes
AU,4663,215,C,N,55,0,20,itunes
AU,4664,45,A,W,60,0,35,itunes
AU,4665,95,A,L,60,0,30,itunes
AU,4666,260,A,C,60,0,40,google
AU,4667,130,A,C,45,0.222222222,15,itunes
AU,4668,15,C,W,45,0,0,google
AU,4669,35,B,N,45,0,25,itunes
AU,4670,15,C,L,70,0,20,google
AU,4671,15,C,L,55,0.454545455,30,google
AU,4672,35,G,W,75,0,25,itunes
AU,4673,30,A,C,45,0.222222222,35,itunes
AU,4674,40,D,L,60,0,20,google
AU,4675,55,A,W,60,0.333333333,20,itunes
AU,4676,20,C,C,45,0,40,itunes
AU,4677,15,C,W,75,0,20,google
AU,4678,20,C,C,75,0.2,35,itunes
AU,4679,15,A,T,75,0,0,
AU,4680,15,A,L,75,0,25,google
AU,4681,20,C,L,65,0.384615385,50,itunes
AU,4682,35,C,L,45,0,40,google
AU,4683,65,A,L,45,0.555555556,20,itunes
AU,4684,30,C,W,45,0,60,itunes
AU,4685,35,A,L,75,0.666666667,0,itunes
AU,4686,15,C,L,60,0,5,itunes
AU,4687,75,C,W,75,0,20,itunes
AU,4688,25,F,W,45,0.333333333,50,itunes
AU,4689,40,C,C,75,0,15,itunes
AU,4690,195,F,W,45,0,25,itunes
AU,4691,25,A,W,60,0,15,itunes
AU,4692,55,A,L,75,0,20,itunes
AU,4693,30,A,W,75,0.133333333,15,google
AU,4694,20,A,W,45,0,25,google
AU,4695,115,C,L,45,0,10,itunes
AU,4696,55,A,N,75,0.333333333,20,itunes
AU,4697,15,F,C,45,0,20,itunes
AU,4698,20,C,L,75,0,20,itunes
AU,4699,180,F,W,75,0,20,google
AU,4700,35,C,C,50,1,25,itunes
AU,4701,185,E,L,60,0,30,itunes
AU,4702,15,D,N,45,0,0,
AU,4703,260,F,W,60,0.916666667,20,itunes
AU,4704,25,C,L,60,0.166666667,55,itunes
AU,4705,15,A,W,55,0,15,itunes
AU,4706,240,E,C,45,0,20,google
AU,4707,265,B,W,75,0.333333333,40,itunes
AU,4708,30,C,L,50,0,25,itunes
AU,4709,25,C,L,45,0,25,itunes
AU,4710,30,E,C,45,0,0,
AU,4711,20,A,W,45,0,0,
AU,4712,15,D,L,45,0,15,itunes
AU,4713,55,B,C,45,0.666666667,45,itunes
AU,4714,25,C,N,45,0,40,google
AU,4715,15,F,N,45,0,25,itunes
AU,4716,25,D,T,45,0.333333333,0,
AU,4717,15,A,L,45,0.666666667,155,itunes
AU,4718,25,D,N,45,0,50,itunes
AU,4719,50,A,W,65,0,45,itunes
AU,4720,95,C,W,45,0,20,google
AU,4721,35,C,W,55,0,35,google
AU,4722,15,A,S,45,0,40,google
AU,4723,200,C,L,60,0,0,
AU,4724,15,D,L,45,0,45,google
AU,4725,35,C,W,55,0,30,itunes
AU,4726,75,F,N,60,0.666666667,10,itunes
AU,4727,30,C,W,60,0.333333333,40,google
AU,4728,25,C,W,45,0,45,itunes
AU,4729,75,C,A,45,0.222222222,30,itunes
AU,4730,15,C,L,65,0.076923077,20,google
AU,4731,40,F,S,45,0,0,
AU,4732,55,D,T,45,0,5,google
AU,4733,130,A,L,75,0.066666667,40,itunes
AU,4734,90,D,L,45,0,15,itunes
AU,4735,20,D,C,45,0,0,
AU,4736,25,E,C,45,0,55,itunes
AU,4737,130,A,W,45,0,35,itunes
AU,4738,20,C,N,75,0,25,itunes
AU,4739,30,C,N,75,0.533333333,0,
AU,4740,45,C,C,45,0.333333333,30,itunes
AU,4741,20,C,C,45,0,5,itunes
AU,4742,20,D,L,45,0,20,itunes
AU,4743,65,C,N,45,0,55,itunes
AU,4744,65,C,W,50,0,15,itunes
AU,4745,15,C,W,75,0,20,itunes
AU,4746,185,E,L,45,0,20,itunes
AU,4747,140,C,L,75,0,20,google
AU,4748,15,A,C,45,0,15,google
AU,4749,15,D,L,45,0,40,google
AU,4750,35,G,W,75,0,20,itunes
AU,4751,100,C,A,75,0,0,
AU,4752,205,F,L,60,0,0,google
AU,4753,20,D,L,45,0,20,itunes
AU,4754,50,F,N,60,0.25,15,google
AU,4755,30,D,L,60,0.333333333,15,google
AU,4756,15,A,L,45,0.111111111,20,itunes
AU,4757,30,A,W,50,0,35,itunes
AU,4758,50,F,C,75,0,25,itunes
AU,4759,85,B,N,70,0.142857143,5,itunes
AU,4760,140,C,N,45,0.666666667,25,itunes
AU,4761,35,C,C,55,1,20,itunes
AU,4762,140,F,C,60,0,20,itunes
AU,4763,125,F,C,45,0,5,google
AU,4764,90,B,L,65,0.076923077,5,itunes
AU,4765,15,C,C,50,0,30,itunes
AU,4766,25,C,W,75,0.333333333,0,
AU,4767,95,C,W,65,0,25,itunes
AU,4768,75,C,T,45,0,20,itunes
AU,4769,30,C,L,50,0,0,
AU,4770,20,A,W,75,0,10,google
AU,4771,115,B,W,75,0,10,itunes
AU,4772,15,C,C,45,0,15,itunes
AU,4773,50,B,N,60,0,0,
AU,4774,85,D,N,45,0.111111111,70,google
AU,4775,20,F,S,75,0,0,google
AU,4776,50,B,L,45,0,30,itunes
AU,4777,250,F,S,45,0,0,google
AU,4778,15,C,W,75,0,0,
AU,4779,40,D,N,45,0,0,itunes
AU,4780,25,D,C,45,0,15,itunes
AU,4781,175,A,L,45,0.666666667,20,itunes
AU,4782,15,D,L,45,0,5,google
AU,4783,220,D,C,45,0,15,itunes
AU,4784,85,D,L,45,0.666666667,30,itunes
AU,4785,15,C,L,45,0,25,itunes
AU,4786,35,E,L,45,0.333333333,40,itunes
AU,4787,20,D,C,45,0,15,itunes
AU,4788,15,D,L,60,0,20,itunes
AU,4789,240,F,N,75,0.666666667,5,google
AU,4790,75,C,W,75,0.133333333,20,itunes
AU,4791,60,E,W,60,0.666666667,15,itunes
AU,4792,30,D,L,45,0,15,google
AU,4793,25,F,W,60,0,15,itunes
AU,4794,75,B,N,45,0,30,google
AU,4795,15,D,T,45,0,0,
AU,4796,55,A,W,75,0,30,google
AU,4797,165,C,N,60,0,20,itunes
AU,4798,45,C,W,45,0,60,itunes
AU,4799,75,C,W,65,0,20,itunes
AU,4800,190,A,C,60,0,40,itunes
AU,4801,60,G,C,75,0.333333333,25,itunes
AU,4802,40,A,C,60,0,20,itunes
AU,4803,50,C,W,60,0.666666667,15,itunes
AU,4804,15,E,L,75,0,30,google
AU,4805,180,C,C,60,0.583333333,30,itunes
AU,4806,30,A,W,55,0,20,itunes
AU,4807,15,B,C,85,0,0,
AU,4808,145,B,W,75,0,25,itunes
AU,4809,20,F,L,45,0,75,itunes
AU,4810,20,C,W,45,0,0,
AU,4811,25,F,W,45,0,55,itunes
AU,4812,20,C,W,50,0,40,itunes
AU,4813,55,C,C,65,0,0,
AU,4814,75,C,L,45,0,20,google
AU,4815,15,A,C,45,0,30,itunes
AU,4816,30,B,N,45,0,20,itunes
AU,4817,75,C,W,55,0,35,itunes
AU,4818,75,C,L,65,0,25,google
AU,4819,30,D,N,45,0,35,google
AU,4820,65,B,W,75,0.8,30,itunes
AU,4821,50,C,W,45,0,20,google
AU,4822,85,F,N,45,0.333333333,0,itunes
AU,4823,25,D,T,45,0,5,itunes
AU,4824,20,C,W,75,0.066666667,20,google
AU,4825,100,C,C,45,0,20,itunes
AU,4826,165,E,C,55,0,0,itunes
AU,4827,15,D,N,45,0,35,itunes
AU,4828,50,A,L,55,0,30,google
AU,4829,40,C,W,65,0.615384615,40,itunes
AU,4830,35,A,W,60,0,10,itunes
AU,4831,85,D,T,45,0.333333333,5,itunes
AU,4832,35,F,N,45,0,0,
AU,4833,15,A,W,60,0,5,itunes
AU,4834,55,C,N,45,0,20,itunes
AU,4835,75,C,L,45,0,15,itunes
AU,4836,20,A,L,45,0,25,itunes
AU,4837,30,F,N,45,0,0,itunes
AU,4838,15,F,C,45,0,15,itunes
AU,4839,35,C,N,75,0,25,itunes
AU,4840,20,C,C,65,0,15,itunes
AU,4841,25,B,N,45,0,25,google
AU,4842,55,B,C,45,0.111111111,20,itunes
AU,4843,80,A,C,45,0,0,itunes
AU,4844,25,B,C,45,0,25,itunes
AU,4845,15,C,L,45,0,0,
AU,4846,215,A,L,50,0.2,25,itunes
AU,4847,100,F,C,60,0.666666667,10,itunes
AU,4848,225,E,L,75,0,20,google
AU,4849,120,C,W,75,0.4,20,itunes
AU,4850,70,C,L,55,0,25,itunes
AU,4851,50,F,L,45,0,0,itunes
AU,4852,30,C,L,75,0,15,itunes
AU,4853,15,C,L,55,0.454545455,0,
AU,4854,220,F,C,45,0,0,itunes
AU,4855,20,A,W,45,0,10,google
AU,4856,35,C,W,65,0,20,itunes
AU,4857,70,C,L,45,0.333333333,20,itunes
AU,4858,85,C,N,50,0,15,itunes
AU,4859,25,C,W,75,0,40,itunes
AU,4860,175,B,C,60,0.333333333,30,itunes
AU,4861,30,C,N,45,0,0,
AU,4862,25,D,T,45,0,5,itunes
AU,4863,15,C,L,45,0,45,itunes
AU,4864,15,B,L,45,0.333333333,30,itunes
AU,4865,30,A,W,55,0,10,itunes
AU,4866,15,C,C,60,0,25,itunes
AU,4867,175,D,N,45,0,25,itunes
AU,4868,215,G,N,75,0,30,itunes
AU,4869,55,D,T,45,0,10,google
AU,4870,60,C,W,45,0,0,itunes
AU,4871,135,D,N,45,0.222222222,0,
AU,4872,125,A,L,75,0,35,itunes
AU,4873,35,C,L,45,0,10,google
AU,4874,230,A,N,75,0,20,google
AU,4875,15,C,C,45,0,15,google
AU,4876,35,A,N,45,0,0,
AU,4877,25,B,L,45,0,40,itunes
AU,4878,190,D,N,55,0.090909091,30,itunes
AU,4879,105,C,C,75,0,10,itunes
AU,4880,40,C,N,45,0,25,itunes
AU,4881,180,C,W,45,0.333333333,30,itunes
AU,4882,40,C,S,55,0,20,itunes
AU,4883,155,C,L,70,0,5,itunes
AU,4884,120,C,C,45,0,0,itunes
AU,4885,105,A,C,60,0,20,google
AU,4886,20,C,C,65,0,160,itunes
AU,4887,80,A,W,45,0,60,google
AU,4888,60,D,N,45,0,30,itunes
AU,4889,100,C,N,45,0.444444444,0,itunes
AU,4890,15,C,N,45,0.111111111,25,itunes
AU,4891,30,F,C,60,0,15,itunes
AU,4892,35,D,W,55,0,50,google
AU,4893,65,A,W,45,0,40,itunes
AU,4894,50,A,L,75,0,15,itunes
AU,4895,45,D,C,45,0.333333333,10,itunes
AU,4896,140,F,N,45,0.666666667,40,itunes
AU,4897,15,F,C,60,0,0,
AU,4898,105,C,N,50,0,20,itunes
AU,4899,140,A,C,45,0,0,
AU,4900,15,E,N,45,0,60,itunes
AU,4901,150,F,N,60,0.083333333,30,itunes
AU,4902,15,F,N,60,0,15,itunes
AU,4903,20,B,W,45,0.666666667,40,itunes
AU,4904,25,E,S,55,0,35,itunes
AU,4905,50,C,W,70,0,20,google
AU,4906,50,F,L,45,0,20,itunes
AU,4907,15,C,W,60,0,40,itunes
AU,4908,50,C,N,45,0,0,
AU,4909,20,F,W,45,0,0,
AU,4910,260,C,N,45,0.333333333,10,itunes
AU,4911,70,C,L,45,0.222222222,15,itunes
AU,4912,15,F,W,45,0,75,itunes
AU,4913,30,E,C,45,0.555555556,0,itunes
AU,4914,20,C,L,55,0,10,itunes
AU,4915,25,E,C,45,0.888888889,35,itunes
AU,4916,145,C,C,60,0,5,itunes
AU,4917,35,A,L,75,0.666666667,30,itunes
AU,4918,70,D,W,45,0,30,itunes
AU,4919,135,E,W,45,0,20,itunes
AU,4920,90,C,L,75,0.333333333,40,itunes
AU,4921,150,C,W,75,0,30,itunes
AU,4922,30,A,W,60,0,10,itunes
AU,4923,195,E,W,45,0,10,itunes
AU,4924,80,C,L,60,0.333333333,0,
AU,4925,40,C,C,75,0,0,
AU,4926,45,C,L,70,0.214285714,25,itunes
AU,4927,145,G,N,75,0,25,itunes
AU,4928,25,B,N,70,0,20,google
AU,4929,90,F,S,55,0,15,itunes
AU,4930,35,F,N,60,0,20,itunes
AU,4931,50,D,N,45,0,20,itunes
AU,4932,20,D,N,45,0,10,itunes
AU,4933,25,A,W,75,0,30,itunes
AU,4934,30,D,N,45,0,20,google
AU,4935,20,F,N,45,0.666666667,20,itunes
AU,4936,45,A,L,75,0,50,itunes
AU,4937,55,D,W,45,0,50,itunes
AU,4938,25,A,N,45,0,25,itunes
AU,4939,55,A,N,45,0,25,itunes
AU,4940,20,D,N,45,0,0,
AU,4941,45,C,L,60,0.25,20,itunes
AU,4942,15,C,W,55,0,0,
AU,4943,30,D,N,45,0,15,google
AU,4944,35,D,N,45,0,25,itunes
AU,4945,25,D,N,45,0,0,
AU,4946,80,C,W,45,0.333333333,0,
AU,4947,25,C,C,75,0,120,itunes
AU,4948,15,B,N,55,0,55,itunes
AU,4949,50,A,L,75,0,20,google
AU,4950,75,D,N,45,0.333333333,25,itunes
AU,4951,30,C,S,60,0,20,itunes
AU,4952,170,F,L,45,0,15,itunes
AU,4953,30,C,L,45,0,40,itunes
AU,4954,200,D,N,45,0,15,itunes
AU,4955,130,D,N,45,0,5,google
AU,4956,20,C,C,55,0,40,itunes
AU,4957,15,D,N,60,0.083333333,10,itunes
AU,4958,140,D,T,60,0.083333333,25,itunes
AU,4959,240,A,L,45,0,20,itunes
AU,4960,15,C,W,60,0,45,itunes
AU,4961,50,E,W,45,0,0,itunes
AU,4962,120,F,W,75,0,20,itunes
AU,4963,25,C,W,70,0,15,itunes
AU,4964,30,D,T,45,0,20,google
AU,4965,15,C,W,75,0,45,google
AU,4966,130,D,T,45,0.333333333,5,google
AU,4967,125,C,C,45,0,30,itunes
AU,4968,40,A,N,75,0,20,itunes
AU,4969,70,A,C,45,0,20,itunes
AU,4970,30,E,W,45,0,20,itunes
AU,4971,15,G,W,75,0,20,itunes
AU,4972,80,B,L,75,0.066666667,15,google
AU,4973,85,E,W,45,0,25,itunes
AU,4974,70,E,L,60,0,25,itunes
AU,4975,20,E,L,60,0,70,itunes
AU,4976,30,A,L,60,0,10,itunes
AU,4977,25,B,C,45,0,25,itunes
AU,4978,90,C,N,45,0.111111111,0,
AU,4979,25,D,N,45,0,20,itunes
AU,4980,25,F,C,45,0,30,itunes
AU,4981,65,A,L,60,0,0,google
AU,4982,20,G,W,45,0,20,itunes
AU,4983,35,B,C,55,0.272727273,40,itunes
AU,4984,90,A,N,45,1,30,itunes
AU,4985,210,G,W,45,0,15,itunes
AU,4986,35,C,W,75,0,35,google
AU,4987,30,A,W,55,0,0,
AU,4988,205,A,W,65,0,20,google
AU,4989,20,D,W,45,0,15,google
AU,4990,70,C,N,75,0,15,itunes
AU,4991,165,C,L,60,0.333333333,20,itunes
AU,4992,35,C,L,70,0.428571429,25,itunes
AU,4993,245,A,W,45,0,40,google
AU,4994,15,C,L,60,0,20,itunes
AU,4995,25,E,L,75,0,55,itunes
AU,4996,20,A,L,75,0,0,
AU,4997,100,C,C,60,0,15,itunes
AU,4998,25,A,C,65,0,0,itunes
AU,4999,15,A,S,45,0,10,itunes
AU,5000,20,F,W,45,0,35,google
AU,5001,130,C,C,55,0,10,google
AU,5002,70,C,L,60,0,20,itunes
AU,5003,20,A,L,55,0.363636364,20,google
AU,5004,15,C,N,55,0,10,itunes
AU,5005,50,C,W,45,0,15,itunes
AU,5006,20,C,L,75,0,10,itunes
AU,5007,15,C,L,45,0.333333333,0,
AU,5008,35,F,N,75,0,0,
AU,5009,20,A,W,75,0,10,itunes
AU,5010,70,G,L,60,0.333333333,15,itunes
AU,5011,35,C,C,55,0,0,itunes
AU,5012,30,C,C,55,0,0,
AU,5013,110,F,W,60,0,0,
AU,5014,55,D,N,45,0.333333333,30,itunes
AU,5015,45,C,N,65,0,20,google
AU,5016,25,C,N,75,0,55,google
AU,5017,25,C,N,45,0,20,itunes
AU,5018,25,F,W,65,0,10,itunes
AU,5019,30,E,S,45,0,35,google
AU,5020,25,D,C,45,0.666666667,0,
AU,5021,25,D,N,45,0,10,itunes
AU,5022,40,E,C,60,0.333333333,35,itunes
