customer_id,boxes_taken,activation_channel,state,score_count,score_freq,app_uses,app_store
1798,45,C,L,75,0,15,app2
1799,110,A,L,50,0,0,app2
1800,40,B,C,45,0,40,app2
1801,50,A,C,70,0.357142857,25,app2
1802,35,C,L,50,0,0,app1
1803,145,E,W,45,0,25,app2
1804,40,C,L,45,0,50,app1
1805,25,F,L,75,0,5,app1
1806,20,C,N,75,0,30,app2
1807,25,C,L,45,0,45,app2
1808,45,F,N,45,0,0,
1809,120,F,C,55,0.363636364,5,app1
1810,30,C,T,65,0,35,app1
1811,30,B,A,45,0,80,app2
1812,105,A,T,45,0,20,app2
1813,65,F,N,65,0,0,
1814,170,C,W,75,0,5,app2
1815,45,C,L,75,0.333333333,35,app2
1816,70,C,L,70,0,30,app2
1817,30,F,N,60,0,5,app2
1818,100,C,A,55,0,15,app1
1819,80,F,L,45,0.333333333,30,app2
1820,250,E,N,60,0,40,app2
1821,50,F,C,60,0,20,app2
1822,30,B,N,45,0,25,app2
1823,35,C,T,45,0,0,
1824,15,C,C,75,0,85,app1
1825,40,C,S,45,0.666666667,0,
1826,45,F,L,45,0,20,app2
1827,100,A,L,45,0,40,app2
1828,15,C,C,45,0,10,app2
1829,265,C,N,60,0.25,15,app2
1830,55,B,T,75,0,20,app1
1831,45,F,N,75,0,25,app1
1832,160,C,A,75,0,5,app1
1833,30,C,N,55,0,15,app2
1834,15,G,L,45,0,0,app1
1835,15,C,L,45,0,15,app2
1836,155,A,L,75,0.2,0,app2
1837,15,A,W,45,0,10,app2
1838,65,A,L,45,0.333333333,15,app2
1839,35,A,C,45,0.333333333,45,app2
1840,30,C,W,55,0,25,app2
1841,125,F,C,45,0,10,app2
1842,75,A,L,60,0,45,app2
1843,180,F,L,45,0.333333333,85,app2
1844,15,C,S,55,0,50,app2
1845,150,C,N,45,0.333333333,15,app2
1846,15,C,A,45,0,30,app2
1847,35,C,C,45,0,40,app1
1848,25,E,L,60,0.583333333,25,app2
1849,110,C,N,75,0,0,
1850,35,B,L,60,0,40,app2
1851,85,C,W,45,0,20,app1
1852,20,B,N,75,0,15,app2
1853,15,E,C,45,0,45,app2
1854,15,B,C,75,0,50,app1
1855,15,E,N,45,0,25,app2
1856,15,C,L,50,0,45,app2
1857,20,A,N,60,0,70,app2
1858,100,F,L,65,0,25,app2
1859,20,B,L,75,0,75,app2
1860,230,C,W,75,0,25,app2
1861,15,A,T,55,0,0,
1862,20,D,N,45,0,25,app1
1863,20,F,C,60,0,10,app2
1864,45,C,L,55,0.272727273,15,app2
1865,235,B,S,75,0,30,app2
1866,30,B,N,45,0,15,app2
1867,15,C,L,75,0.333333333,30,app2
1868,80,C,W,60,0,20,app2
1869,15,F,N,60,0,15,app2
1870,160,C,W,75,0,10,app2
1871,50,E,C,45,0,0,
1872,135,F,C,45,0,10,app2
1873,30,C,C,60,0,30,app2
1874,25,C,S,60,0,30,app2
1875,110,C,N,75,0,25,app2
1876,125,B,L,45,0,20,app2
1877,25,B,N,45,0,50,app2
1878,245,G,N,45,0.333333333,20,app1
1879,90,F,C,60,0,20,app2
1880,35,C,L,45,0,0,
1881,200,A,C,60,0.666666667,20,app2
1882,30,A,L,60,0.25,25,app2
1883,30,B,N,45,0,80,app1
1884,150,B,C,75,0,30,app2
1885,25,C,C,45,0,30,app2
1886,25,F,N,60,0,25,app2
1887,25,C,L,45,0,65,app2
1888,235,C,N,75,0.533333333,0,
1889,35,D,W,45,0,15,app2
1890,50,C,W,55,0.090909091,20,app1
1891,15,F,L,45,0,20,app2
1892,95,A,C,65,0,20,app2
1893,25,A,C,75,0,25,app1
1894,15,F,N,45,0,20,app2
1895,160,D,W,45,0,20,app2
1896,75,C,L,45,0,30,app2
1897,55,C,W,75,0.6,15,app2
1898,15,F,C,75,0,0,app2
1899,45,C,N,45,0,15,app1
1900,35,A,C,75,0,65,app2
1901,25,C,L,45,0,25,app2
1902,50,C,S,55,0.272727273,20,app1
1903,60,A,N,75,0,30,app2
1904,45,B,C,60,0,30,app2
1905,15,D,L,45,0.666666667,35,app2
1906,40,C,L,55,0.363636364,35,app2
1907,25,A,N,45,0.666666667,5,app2
1908,15,C,S,50,0,25,app2
1909,20,C,C,45,0,0,
1910,40,G,N,60,0,20,app2
1911,40,E,N,65,0.384615385,5,app2
1912,15,C,L,55,0,0,
1913,80,A,N,75,0,35,app2
1914,20,C,N,55,0,50,app2
1915,35,C,S,60,0,15,app1
1916,65,E,N,65,0,55,app2
1917,25,F,C,45,0,25,app2
1918,15,C,S,75,0,55,app1
1919,50,C,T,60,0,20,app2
1920,95,A,L,45,0,25,app2
1921,50,A,W,75,0,135,app1
1922,225,A,L,75,0,10,app2
1923,30,C,N,55,0,30,app2
1924,20,C,W,65,0,40,app2
1925,255,D,N,45,0,25,app2
1926,40,E,L,45,0,75,app2
1927,40,C,S,60,0,20,app2
1928,25,N/A,C,45,0.333333333,0,
1929,75,B,C,50,0,45,app2
1930,100,A,L,70,0,10,app2
1931,15,A,L,75,0.333333333,80,app2
1932,20,G,S,75,0.333333333,50,app1
1933,50,A,C,75,0,40,app2
1934,60,F,N,45,0,60,app2
1935,15,F,C,45,0,5,app2
1936,90,E,C,45,0.555555556,20,app2
1937,55,F,N,45,0,0,
1938,235,E,C,65,0,45,app2
1939,15,F,W,60,0,40,app2
1940,45,A,L,60,0,0,app2
1941,25,A,L,60,0,30,app2
1942,25,C,N,75,0,30,app2
1943,35,C,N,60,0,0,
1944,15,C,W,75,0,15,app2
1945,35,A,W,75,0.133333333,25,app2
1946,35,A,S,55,0,55,app2
1947,40,C,C,45,0.444444444,30,app2
1948,90,A,N,60,0.333333333,0,app2
1949,15,A,N,55,0,35,app2
1950,20,F,C,45,0,70,app2
1951,20,F,S,60,0,30,app2
1952,15,A,C,45,0.222222222,15,app2
1953,60,C,C,55,0,25,app1
1954,35,C,N,50,0,20,app2
1955,75,C,N,50,0.4,0,
1956,65,D,C,60,0.333333333,30,app2
1957,15,A,L,50,0,50,app2
1958,15,C,L,60,0,30,app2
1959,20,C,N,45,0,45,app1
1960,30,A,N,75,0.066666667,20,app2
1961,20,A,C,45,0,20,app1
1962,35,A,L,75,0,70,app2
1963,145,C,C,60,0,45,app2
1964,15,B,C,45,0,110,app2
1965,30,C,W,50,0,50,app2
1966,15,C,C,75,0.333333333,20,app2
1967,115,C,C,55,0,20,app2
1968,70,C,C,75,0,20,app2
1969,125,G,L,45,0,25,app2
1970,225,B,N,50,0,80,app2
1971,30,G,L,45,0,25,app2
1972,105,F,W,75,0.066666667,15,app2
1973,15,A,C,60,0,40,app2
1974,15,F,L,45,0,25,app2
1975,40,A,N,75,0,20,app2
1976,25,F,T,75,0,0,
1977,50,C,L,65,0,20,app2
1978,25,A,L,75,0,20,app1
1979,25,C,T,45,0,25,app2
1980,235,E,L,60,0,5,app2
1981,45,F,C,60,0,20,app2
1982,20,C,W,75,0,30,app2
1983,20,A,L,45,0,0,app2
1984,40,C,L,65,0,20,app2
1985,150,A,C,65,0,45,app2
1986,20,F,L,65,0,35,app1
1987,75,C,N,55,0.272727273,10,app2
1988,15,F,C,75,0,0,
1989,195,F,W,45,0,25,app2
1990,60,E,N,60,0,0,
1991,20,C,C,60,0,30,app2
1992,25,E,L,45,0,45,app1
1993,15,E,L,60,0,65,app1
1994,30,E,S,75,0,0,
1995,205,A,N,70,0,20,app1
1996,20,A,L,45,0,30,app2
1997,60,C,W,75,0,0,
1998,30,B,W,70,0,30,app2
1999,20,C,C,75,0,5,app2
2000,45,C,L,75,0,75,app2
2001,15,B,S,45,0,30,app2
2002,40,F,W,45,0,15,app2
2003,20,F,N,75,0,20,app1
2004,90,C,L,60,0,25,app2
2005,45,A,N,45,0,30,app2
2006,100,B,L,75,0,0,
2007,55,A,C,45,0,35,app2
2008,50,F,L,45,0,20,app1
2009,20,A,N,75,0.333333333,85,app2
2010,205,B,L,75,0,35,app2
2011,35,F,N,45,0,0,app1
2012,115,E,N,60,0,0,app2
2013,20,C,C,75,0,30,app2
2014,20,C,L,45,0,10,app2
2015,35,F,L,45,0.222222222,35,app2
2016,125,F,L,65,0,0,
2017,165,C,N,50,0,40,app2
2018,55,B,C,60,0.25,20,app2
2019,245,B,N,60,0,10,app2
2020,150,A,N,45,0.555555556,25,app2
2021,65,C,N,75,0.2,40,app1
2022,15,A,N,75,0,30,app2
2023,45,C,C,75,0.333333333,95,app2
2024,50,C,L,65,0,30,app2
2025,70,C,N,70,0.285714286,65,app2
2026,35,C,N,75,0,25,app1
2027,25,C,S,45,0.333333333,50,app2
2028,250,F,L,75,0,45,app2
2029,45,C,C,60,0,25,app2
2030,240,C,N,45,0,15,app2
2031,145,E,L,65,0.461538462,25,app2
2032,20,C,W,75,0,20,app2
2033,15,C,T,75,0,55,app2
2034,245,C,S,45,0,20,app2
2035,15,C,L,45,0,50,app2
2036,145,A,C,65,0,25,app2
2037,25,E,S,45,0,20,app2
2038,35,C,L,50,0.6,15,app2
2039,235,F,L,75,0,15,app2
2040,165,C,L,60,0,30,app2
2041,30,A,W,55,0.090909091,50,app1
2042,15,C,N,55,0,75,app1
2043,140,C,C,75,0.333333333,15,app2
2044,20,C,N,60,0,5,app2
2045,30,A,C,45,0.333333333,15,app2
2046,45,F,N,75,0,20,app2
2047,175,C,N,50,0,0,app2
2048,35,C,T,60,0,75,app2
2049,225,B,N,65,0,30,app2
2050,50,C,W,75,0,60,app2
2051,45,A,N,70,0,0,
2052,30,C,L,65,0,30,app1
2053,235,A,C,45,0,10,app2
2054,20,F,L,45,0,10,app2
2055,25,C,L,45,0,0,
2056,20,C,A,55,0,20,app2
2057,45,C,C,60,0.333333333,20,app2
2058,105,C,L,45,0,20,app2
2059,90,C,N,60,0,25,app2
2060,65,G,N,45,0,0,
2061,20,F,W,45,0,45,app2
2062,135,F,N,45,0,15,app2
2063,70,A,N,75,0,60,app2
2064,140,A,N,45,0,20,app1
2065,40,B,N,45,0,30,app2
2066,20,C,N,45,0.333333333,20,app2
2067,60,F,S,45,0,25,app1
2068,80,F,L,45,0,25,app2
2069,15,C,W,60,0.333333333,25,app2
2070,180,D,W,45,1,25,app2
2071,15,C,L,50,0,20,app1
2072,25,C,L,60,0,0,
2073,35,E,L,55,0,30,app1
2074,35,F,C,45,0,35,app2
2075,130,A,L,45,0.333333333,5,app2
2076,25,C,C,55,0,20,app2
2077,30,C,C,75,0,30,app2
2078,15,F,C,45,0,55,app2
2079,70,B,L,45,0.111111111,25,app2
2080,25,A,C,60,0,25,app1
2081,70,A,C,75,0,60,app2
2082,15,F,W,60,0.25,35,app2
2083,15,C,C,50,0,20,app1
2084,25,C,C,45,0,40,app2
2085,80,A,N,60,0,25,app2
2086,35,C,L,60,0,15,app2
2087,35,C,C,45,0,5,app2
2088,15,A,N,45,0,45,app2
2089,205,A,T,75,0,30,app2
2090,50,G,N,45,0,10,app2
2091,30,G,C,45,0,20,app1
2092,30,C,L,75,0.133333333,25,app2
2093,15,D,N,45,1,35,app2
2094,105,A,N,75,0.2,20,app2
2095,35,C,L,65,0,15,app2
2096,30,A,C,50,0,45,app2
2097,15,F,C,75,0.2,55,app2
2098,30,F,N,75,0,25,app2
2099,25,F,C,75,0,20,app2
2100,30,C,T,60,0,45,app2
2101,60,C,N,75,0,10,app1
2102,25,A,L,75,0.066666667,20,app2
2103,80,A,L,75,0,25,app2
2104,20,B,C,55,0,75,app2
2105,115,A,N,45,0,15,app2
2106,30,C,N,65,0,40,app2
2107,25,F,W,50,0,15,app2
2108,20,A,W,60,0,20,app2
2109,15,C,C,55,0.454545455,15,app2
2110,15,C,C,75,0,45,app2
2111,45,C,W,65,0.384615385,15,app2
2112,100,B,N,45,0,25,app2
2113,240,C,L,45,0,0,
2114,50,F,S,45,0,130,app2
2115,35,B,S,60,0,25,app2
2116,20,C,C,60,0,35,app2
2117,25,F,N,75,0,20,app1
2118,20,G,N,65,0,25,app2
2119,55,C,N,65,0,65,app2
2120,55,E,S,75,0.266666667,0,
2121,15,C,L,45,0,20,app2
2122,30,C,S,60,0.5,20,app2
2123,50,A,L,75,0,30,app2
2124,15,C,C,45,0,0,
2125,115,A,L,75,0,35,app2
2126,50,B,L,75,0,65,app2
2127,60,A,W,55,0,0,app2
2128,20,F,C,60,0,30,app2
2129,65,F,S,75,0,0,app2
2130,20,A,T,45,0,35,app2
2131,35,C,C,45,0,5,app1
2132,60,C,L,55,0,35,app2
2133,20,C,L,50,0,90,app2
2134,165,E,L,75,0.733333333,20,app2
2135,20,C,N,75,0.2,40,app2
2136,15,C,N,60,0,60,app2
2137,15,C,L,65,0,55,app1
2138,15,C,C,45,0,5,app2
2139,95,F,L,75,0,10,app2
2140,15,A,N,45,0,25,app2
2141,110,C,N,45,0.444444444,20,app1
2142,15,B,L,55,0,10,app2
2143,35,C,L,50,0.4,40,app2
2144,35,C,N,45,0,25,app2
2145,15,A,C,45,0,90,app2
2146,260,A,N,75,0,45,app1
2147,20,A,C,50,0,45,app2
2148,140,D,N,45,0,60,app2
2149,55,E,W,50,0,25,app2
2150,35,C,L,60,0.333333333,40,app1
2151,25,A,C,60,0.25,70,app2
2152,20,F,N,45,0,30,app2
2153,205,C,C,60,0,145,app2
2154,175,C,L,75,0.466666667,20,app2
2155,25,E,W,45,0,0,
2156,150,N/A,N,75,0.333333333,15,app1
2157,225,F,C,45,0,20,app2
2158,55,C,L,75,0.2,115,app2
2159,20,C,C,60,0,0,
2160,75,G,L,60,0,50,app1
2161,105,C,N,45,0.222222222,15,app2
2162,150,G,C,75,0,10,app1
2163,30,C,L,55,0,45,app1
2164,230,E,C,60,0,15,app2
2165,25,C,N,45,0,25,app2
2166,35,A,C,55,0,140,app2
2167,15,C,C,45,0,5,app2
2168,20,C,L,75,0,35,app1
2169,50,B,T,75,0,50,app2
2170,40,C,N,75,0,15,app2
2171,25,F,N,45,0,20,app1
2172,140,A,S,55,0.272727273,30,app2
2173,20,C,C,75,0,15,app2
2174,35,C,L,75,0.666666667,45,app2
2175,45,C,S,65,0.153846154,20,app2
2176,105,E,T,70,0,10,app2
2177,15,A,L,75,0,0,
2178,140,A,N,45,0.333333333,50,app1
2179,25,G,N,45,0,15,app2
2180,235,E,C,45,0,20,app2
2181,30,D,C,45,0,35,app2
2182,175,E,C,45,0,25,app2
2183,260,C,S,65,0,25,app2
2184,60,C,L,50,0.2,0,app1
2185,40,C,L,50,0,20,app2
2186,40,A,L,65,0,65,app1
2187,40,B,T,60,0,30,app2
2188,15,G,N,75,0,40,app2
2189,35,A,C,60,0,0,app1
2190,30,C,A,80,0.0625,35,app1
2191,20,F,N,45,0,45,app2
2192,25,C,W,55,0.636363636,55,app2
2193,130,B,L,45,1,90,app2
2194,25,C,S,75,0,40,app1
2195,75,C,C,75,0.733333333,35,app2
2196,95,A,S,75,0,25,app1
2197,60,A,C,60,0,20,app1
2198,20,C,C,50,0,0,app1
2199,30,B,C,45,0,25,app2
2200,15,C,L,60,0,30,app2
2201,25,B,C,45,0,0,
2202,65,C,L,45,0.333333333,15,app2
2203,185,B,C,60,0,25,app2
2204,130,A,N,65,0,15,app2
2205,15,F,C,55,0,30,app2
2206,25,B,N,45,0,20,app2
2207,15,C,S,60,0,25,app1
2208,45,C,N,65,0.230769231,15,app2
2209,50,C,L,55,0.636363636,20,app2
2210,75,C,L,55,0,70,app2
2211,105,G,W,65,0,0,app1
2212,105,C,L,45,0.111111111,60,app2
2213,135,C,L,45,0.333333333,20,app2
2214,125,B,L,75,0.266666667,45,app2
2215,60,A,N,75,0,0,
2216,30,C,C,55,0,0,
2217,225,D,N,45,0.555555556,20,app2
2218,40,C,L,75,0.6,5,app1
2219,140,F,C,45,0,25,app2
2220,20,C,L,45,0,85,app2
2221,25,A,W,45,0,20,app2
2222,55,F,C,45,0,0,
2223,25,C,C,60,0,25,app2
2224,55,F,L,75,0.4,25,app2
2225,115,F,L,45,0,20,app2
2226,15,C,C,45,0,0,
2227,115,G,C,45,0.333333333,0,app2
2228,25,C,W,45,0.333333333,0,
2229,50,E,C,45,0.111111111,20,app2
2230,25,C,N,65,0,40,app2
2231,30,B,N,75,0,0,app1
2232,50,A,L,45,0.444444444,0,
2233,15,C,N,60,0,5,app2
2234,25,C,W,75,0.666666667,5,app2
2235,20,C,W,75,0,0,
2236,20,F,N,60,0,0,
2237,110,G,C,45,0.111111111,30,app2
2238,40,C,L,75,0.333333333,25,app1
2239,15,A,L,45,0,80,app2
2240,35,C,L,45,0.333333333,20,app2
2241,15,F,N,60,0,0,
2242,70,C,N,75,0,15,app1
2243,15,F,C,75,0,30,app2
2244,20,A,C,45,0,40,app2
2245,30,A,C,45,0.888888889,25,app2
2246,20,F,N,45,0,25,app2
2247,20,F,L,45,0,0,
2248,25,C,L,60,0,0,
2249,105,N/A,C,45,0.666666667,0,
2250,25,N/A,C,60,0,0,
2251,15,N/A,C,55,0.363636364,45,app2
2252,55,N/A,W,60,0.333333333,0,
2253,30,F,T,60,0,35,app2
2254,15,C,L,60,0,50,app2
2255,70,D,N,45,0,25,app1
2256,30,C,W,45,0.333333333,0,
2257,105,C,C,75,0.266666667,35,app2
2258,65,D,S,45,0.333333333,15,app2
2259,30,C,W,60,0,0,
2260,265,A,C,75,0.666666667,0,
2261,75,C,N,55,0,20,app2
2262,30,C,W,45,0,30,app2
2263,20,C,L,60,0,25,app2
2264,20,C,W,45,0,0,
2265,50,C,L,70,0,0,app2
2266,15,A,C,60,0,65,app2
2267,35,A,W,65,0,30,app1
2268,45,B,C,65,0,25,app2
2269,80,A,C,45,0.333333333,45,app2
2270,15,C,W,60,0,70,app2
2271,65,A,L,75,0.666666667,15,app2
2272,210,A,L,75,0,30,app2
2273,100,F,L,50,0,25,app2
2274,20,A,W,65,0.230769231,45,app1
2275,15,E,T,60,0,30,app2
2276,70,C,W,65,0,20,app2
2277,30,F,L,45,0,0,
2278,20,B,C,75,0,35,app1
2279,15,C,L,75,0,30,app1
2280,20,E,L,60,0,0,
2281,55,C,L,75,0.066666667,80,app2
2282,55,C,C,45,0,60,app2
2283,25,C,N,50,0,50,app2
2284,15,A,L,60,0,45,app1
2285,25,C,S,75,0,0,app2
2286,25,E,L,45,0,35,app2
2287,30,C,C,55,0.363636364,25,app2
2288,45,B,L,45,0,35,app2
2289,15,C,C,45,0.333333333,20,app2
2290,20,B,C,45,0,20,app2
2291,155,F,C,45,0,15,app2
2292,30,A,N,55,0.181818182,60,app1
2293,90,E,N,45,0,10,app2
2294,85,G,N,45,0,50,app2
2295,80,C,C,45,0,25,app2
2296,75,A,N,75,0,30,app2
2297,15,C,C,75,0.333333333,50,app2
2298,15,E,N,60,0.333333333,0,
2299,100,A,S,75,0.133333333,5,app2
2300,30,F,N,60,0,15,app2
2301,15,C,A,55,0,40,app2
2302,25,E,C,75,0,10,app2
2303,120,E,C,45,0.666666667,0,app2
2304,200,C,N,75,0,50,app2
2305,70,A,N,45,0.333333333,25,app2
2306,20,C,N,75,0.333333333,30,app2
2307,15,A,S,45,0,20,app2
2308,60,F,L,45,0.666666667,20,app2
2309,15,A,S,45,0,40,app2
2310,15,A,N,75,0,25,app1
2311,45,F,S,75,0.4,30,app2
2312,15,C,C,60,0,60,app2
2313,40,C,C,60,0,60,app2
2314,30,C,L,45,0.222222222,5,app2
2315,30,A,L,45,0,10,app2
2316,45,C,C,45,0,30,app2
2317,30,A,N,75,0,25,app1
2318,65,C,C,45,0,55,app2
2319,175,C,C,75,0,25,app2
2320,25,F,N,45,0,0,
2321,195,B,N,75,0,40,app2
2322,115,C,N,45,0.333333333,0,app2
2323,25,F,C,75,0.066666667,15,app2
2324,90,C,C,55,0,30,app2
2325,60,E,N,60,0,5,app2
2326,115,F,N,45,0.333333333,0,app2
2327,205,C,L,45,0.222222222,15,app2
2328,30,C,L,75,0.266666667,35,app2
2329,50,F,A,60,0,20,app2
2330,50,D,L,60,0,25,app2
2331,15,A,W,60,0.666666667,15,app2
2332,30,F,N,45,0,25,app2
2333,60,C,L,75,0,55,app1
2334,155,C,T,75,0.533333333,0,
2335,60,B,S,45,0,25,app2
2336,15,C,W,60,0,5,app1
2337,20,C,W,75,0,10,app1
2338,20,F,C,45,0,20,app2
2339,25,F,C,75,0,0,app2
2340,20,C,L,60,0.083333333,20,app1
2341,75,A,N,75,0,35,app2
2342,250,G,W,55,0.090909091,10,app2
2343,30,C,C,60,0,40,app2
2344,20,E,L,45,0,20,app2
2345,55,C,L,70,0,55,app2
2346,40,A,W,60,0.083333333,75,app2
2347,105,C,L,45,0.333333333,0,
2348,100,B,N,50,0.4,20,app2
2349,25,D,N,45,0,35,app2
2350,20,C,W,55,0.454545455,40,app2
2351,20,F,C,60,0,0,
2352,50,C,C,55,0.090909091,0,
2353,90,A,W,75,0.4,10,app2
2354,110,C,L,55,0,25,app2
2355,35,F,L,60,0,20,app2
2356,130,E,N,55,0,20,app2
2357,70,C,S,45,0,40,app2
2358,15,A,N,45,0,0,
2359,50,C,N,60,0,15,app2
2360,85,C,C,55,0,15,app2
2361,250,C,S,65,0.076923077,15,app2
2362,35,B,C,60,0,40,app2
2363,110,C,N,55,0,20,app2
2364,60,A,W,65,0,0,app2
2365,60,C,N,60,0.25,25,app2
2366,50,F,N,75,0,35,app2
2367,240,F,L,75,0.2,25,app2
2368,25,F,L,75,0,20,app1
2369,185,,L,45,0.333333333,70,app2
2370,180,,L,60,0.083333333,140,app2
2371,15,,W,60,0,0,app1
2372,15,,N,70,0,70,app2
2373,15,,N,60,0,0,
2374,30,,N,45,0,20,app2
2375,15,B,L,45,0,65,app2
2376,205,F,C,60,0,5,app2
2377,45,C,L,45,0,0,
2378,15,C,N,60,0,20,app2
2379,70,C,N,75,0,40,app1
2380,65,A,L,60,0,0,app2
2381,150,G,L,60,0.25,0,app2
2382,185,B,L,75,0,10,app2
2383,245,C,L,55,0,15,app2
2384,45,C,L,75,0.333333333,0,
2385,30,F,S,45,0,20,app2
2386,140,A,L,45,0.444444444,5,app2
2387,15,E,L,65,0,75,app1
2388,255,C,L,45,0,15,app2
2389,50,C,L,75,0,80,app2
2390,140,C,W,45,0.222222222,45,app2
2391,40,B,W,60,0,20,app1
2392,215,A,L,60,0.416666667,25,app2
2393,150,C,,45,0,30,app2
2394,55,C,N,75,0.333333333,0,
2395,35,A,C,45,0,0,
2396,60,A,N,45,0.333333333,5,app2
2397,155,C,C,75,0.666666667,25,app2
2398,20,F,S,45,0,20,app2
2399,95,A,C,75,0,15,app2
2400,50,C,L,45,0,20,app2
2401,35,A,N,60,0,25,app2
2402,100,B,N,45,0.222222222,0,
2403,125,C,T,45,0,5,app2
2404,70,F,A,75,0.066666667,20,app2
2405,30,D,C,45,0,20,app2
2406,65,F,C,60,0,0,
2407,180,C,N,45,0.333333333,10,app2
2408,215,C,N,45,0,25,app2
2409,20,C,C,65,0,25,app2
2410,65,E,N,80,0.25,0,
2411,25,G,C,45,0,0,
2412,35,F,C,45,0,0,app2
2413,40,C,L,75,0,5,app2
2414,105,C,C,45,0,20,app2
2415,125,F,C,60,0,10,app2
2416,35,F,W,75,0.666666667,15,app2
2417,130,C,N,45,0.333333333,20,app2
2418,185,G,W,70,0,65,app2
2419,250,F,N,45,0,20,app2
2420,55,D,L,45,0,35,app1
2421,15,F,C,60,0,20,app2
2422,50,C,L,55,0,110,app2
2423,45,F,N,45,0,15,app2
2424,110,A,S,75,0.466666667,70,app2
2425,245,C,L,75,0.333333333,25,app2
2426,15,C,C,75,0,5,app1
2427,50,C,L,55,0,90,app2
2428,40,F,C,65,0,5,app2
2429,105,A,A,45,0.888888889,35,app1
2430,70,F,L,45,0.222222222,40,app1
2431,25,C,W,75,0.2,35,app2
2432,200,C,N,70,0.428571429,20,app2
2433,20,D,N,45,0,30,app2
2434,15,N/A,N,45,0,15,app2
2435,25,E,N,45,0.333333333,40,app2
2436,15,C,L,60,0,65,app2
2437,20,A,C,50,0,15,app2
2438,110,A,L,55,0,0,
2439,55,E,C,45,0,15,app2
2440,45,C,N,45,0,0,
2441,170,D,W,50,0,30,app2
2442,25,C,N,75,0,10,app2
2443,200,E,L,60,0,30,app2
2444,110,C,C,65,0,50,app1
2445,140,C,S,50,0,30,app2
2446,20,A,N,75,0,20,app2
2447,225,C,C,60,0.333333333,25,app2
2448,35,C,L,60,0,45,app1
2449,15,C,W,45,0,65,app2
2450,75,A,S,60,0,60,app2
2451,50,A,L,75,0,0,app2
2452,35,C,C,45,0,20,app2
2453,35,E,N,60,0.166666667,20,app1
2454,220,A,N,60,0.416666667,20,app2
2455,15,B,L,60,0,15,app1
2456,25,F,N,45,0,20,app2
2457,50,F,L,45,0,15,app2
2458,30,G,L,45,0.666666667,15,app2
2459,80,F,N,75,0.2,25,app2
2460,20,C,N,70,0.285714286,130,app2
2461,45,E,N,75,0.133333333,5,app2
2462,180,B,W,60,0,35,app2
2463,15,F,W,45,0,0,
2464,235,B,C,50,0,30,app2
2465,40,A,L,65,0,25,app1
2466,20,C,L,75,0,0,
2467,85,C,L,75,0,15,app1
2468,25,A,N,55,0,10,app2
2469,30,F,L,75,0,0,
2470,15,C,W,50,0.3,45,app2
2471,245,F,C,60,0,30,app2
2472,15,B,N,55,0.272727273,30,app2
2473,95,F,L,75,0,35,app2
2474,20,F,C,60,0,15,app2
2475,170,A,N,50,0,30,app2
2476,30,G,N,45,0,30,app2
2477,50,C,C,55,0,0,app1
2478,25,D,C,45,0,25,app2
2479,15,A,W,45,0,15,app2
2480,25,A,N,45,0,25,app2
2481,15,A,N,60,0,10,app2
2482,15,B,S,45,0,50,app2
2483,15,C,A,50,0,5,app2
2484,30,A,C,45,0,20,app1
2485,15,C,L,75,0,25,app2
2486,245,C,N,45,0,0,app1
2487,75,C,N,45,0,20,app2
2488,150,C,N,75,0,20,app1
2489,85,E,N,45,0,30,app2
2490,35,G,N,60,0,30,app2
2491,20,F,C,60,0.333333333,0,app2
2492,50,C,C,65,0.230769231,40,app2
2493,15,C,L,45,0.333333333,0,
2494,95,C,L,45,0,55,app2
2495,250,A,L,45,0,20,app2
2496,40,G,C,75,0.066666667,30,app2
2497,15,E,L,50,0,15,app2
2498,50,C,W,65,0.384615385,5,app1
2499,25,C,L,45,0,25,app2
2500,70,F,L,60,0,0,app2
2501,30,F,C,65,0,15,app2
2502,20,A,N,60,0,10,app2
2503,25,C,N,45,0,30,app2
2504,25,F,C,55,0.454545455,50,app2
2505,200,F,N,75,0,0,app2
2506,15,B,C,45,0,80,app2
2507,15,C,W,55,0,5,app2
2508,25,F,C,75,0,5,app2
2509,40,C,C,45,0,25,app1
2510,145,C,C,60,0,35,app2
2511,55,C,N,60,0.416666667,15,app1
2512,15,A,C,45,0,5,app2
2513,20,C,L,60,0.166666667,30,app2
2514,80,F,C,60,0,35,app1
2515,100,G,C,45,0.333333333,20,app2
2516,115,F,C,55,0,5,app2
2517,15,C,A,60,0,20,app2
2518,20,F,C,45,0,0,
2519,60,E,L,70,0,20,app2
2520,20,A,W,45,0,20,app1
2521,50,C,S,75,0,15,app2
2522,120,C,S,75,0.333333333,0,
2523,200,C,C,55,0,20,app2
2524,45,C,C,45,0.222222222,75,app2
2525,20,F,L,45,0.333333333,40,app2
2526,60,F,N,55,0,30,app2
2527,15,D,L,45,0,40,app1
2528,145,C,C,45,0,15,app2
2529,25,C,N,45,0.333333333,0,
2530,25,F,L,50,0,25,app2
2531,50,B,N,60,0,30,app2
2532,150,C,C,65,0,20,app2
2533,20,C,C,60,0,10,app2
2534,15,E,L,75,0,25,app2
2535,260,C,L,45,0,25,app2
2536,15,A,L,65,0,35,app1
2537,40,C,L,75,0,25,app2
2538,35,C,L,55,0,20,app2
2539,60,C,W,55,0,45,app2
2540,180,D,N,45,0.444444444,35,app2
2541,20,C,L,45,0.333333333,60,app2
2542,170,C,L,45,0,30,app2
