customer_id,boxes_taken,activation_channel,state,score_count,score_freq,app_uses,app_store
212,145,B,N,60,0.083333333,20,app2
213,25,C,N,45,0,20,app2
214,30,A,C,N/A,0.230769231,40,app2
215,25,B,L,45,0.333333333,50,app2
216,20,C,S,45,0,20,app1
217,25,A,C,45,0.111111111,25,app2
218,85,E,C,45,0,0,
219,25,E,N,45,0,0,
220,20,N/A,N,45,0,20,app2
221,30,B,N,45,0,30,app1
222,15,C,C,75,0,5,app2
223,45,F,N,55,0,65,app2
224,25,F,N,45,0,0,
225,65,A,L,60,0,0,app2
226,210,F,L,45,1,15,app2
227,15,C,L,45,0,10,app1
228,215,G,N,45,0,45,app2
229,230,B,C,75,0,5,app2
230,120,F,C,55,0,25,app2
231,15,C,W,75,0,0,
232,80,D,C,60,0,35,app2
233,70,C,N,75,0,20,app2
234,145,C,C,55,0.272727273,30,app2
235,160,C,C,50,0,35,app2
236,65,B,L,45,0,0,app2
237,50,E,N,65,0,0,
238,20,C,N,65,0,35,app2
239,40,C,C,45,0,20,app2
240,50,B,L,45,0.333333333,30,app2
241,45,E,S,60,0.666666667,20,app2
242,20,C,W,45,0,40,app1
243,30,C,L,75,0,25,app2
244,15,A,C,45,0,45,app2
245,20,C,N,50,0,35,app1
246,30,D,N,45,0,5,app1
247,50,F,C,45,0,10,app2
248,30,A,L,45,0,25,app1
249,20,A,N,45,0,30,app2
250,55,C,L,45,0,0,
251,20,C,L,55,0,10,app1
252,40,D,N,45,0,15,app2
253,20,C,C,45,0,0,
254,15,F,C,45,0,0,
255,20,F,N,45,0,55,app2
256,20,A,C,60,0.333333333,20,app2
257,245,C,N,65,0,25,app2
258,125,C,N,75,0,50,app2
259,100,C,A,45,0,15,app1
260,55,C,L,60,0,15,app2
261,45,C,N,45,0,30,app1
262,15,A,N,75,0,15,app1
263,60,E,N,60,0,75,app2
264,265,B,C,45,0,20,app2
265,125,A,N,55,0.454545455,45,app2
266,25,G,C,60,0,45,app2
267,25,G,C,45,0,30,app2
268,30,A,T,75,0,25,app2
269,35,A,C,75,0,5,app2
270,40,B,L,70,0,50,app2
271,60,C,L,75,0.533333333,20,app2
272,35,C,L,75,0.333333333,30,app2
273,75,A,L,75,0.266666667,25,app2
274,235,C,C,55,0,0,app2
275,235,A,L,75,0,25,app2
276,25,A,L,60,0.333333333,30,app2
277,65,C,C,55,0.909090909,0,
278,200,F,W,70,0,0,
279,20,A,N,45,0.666666667,0,
280,90,N/A,N,70,0,25,app2
281,225,A,C,45,0,45,app2
282,65,C,C,85,0.176470588,65,app2
283,15,E,L,50,0,0,
284,135,C,C,45,0,20,app2
285,80,E,N,60,0,0,app2
286,20,C,L,75,0,25,app1
287,40,G,W,75,0,35,app2
288,20,F,N,45,0,10,app2
289,25,F,N,45,0,0,
290,125,C,T,75,0.333333333,30,app2
291,55,B,C,45,0,35,app2
292,45,A,C,45,0,45,app2
293,115,C,C,55,0,20,app2
294,45,C,N,N/A,0.333333333,0,
295,25,B,C,45,0,35,app2
296,15,C,L,45,0,15,app1
297,130,F,C,45,0,25,app1
298,20,E,C,45,0.333333333,30,app2
299,70,C,N,45,0.666666667,5,app2
300,105,B,N,60,0,35,app2
301,175,B,N,75,0,15,app2
302,15,D,W,45,0,30,app2
303,15,C,C,60,0,20,app2
304,15,C,L,60,0,35,app2
305,135,C,W,65,0,0,
306,140,C,C,55,0,35,app2
307,70,C,L,55,0.363636364,45,app2
308,100,F,C,75,0,70,app2
309,15,E,L,60,0.166666667,15,app2
310,135,C,N,45,0,30,app2
311,115,E,C,60,0,15,app2
312,25,G,C,60,0.25,25,app2
313,20,F,C,75,0,35,app2
314,20,C,W,45,0,50,app2
315,15,G,L,60,0,0,
316,90,F,N,60,0,15,app1
317,190,A,L,45,0,15,app1
318,50,B,C,45,0,40,app1
319,20,F,N,55,0,25,app1
320,50,F,N,75,0,30,app2
321,25,F,W,75,0,40,app2
322,100,C,N,45,0,0,app2
323,35,C,N,75,0,20,app2
324,30,C,N,45,0,30,app1
325,170,G,N,45,1,40,app2
326,45,C,N,65,0,20,app2
327,200,F,C,75,0.2,25,app2
328,135,C,L,45,0.333333333,0,
329,50,F,S,70,0,15,app2
330,150,A,C,75,0,10,app1
331,50,F,N,65,0,20,app2
332,40,C,C,75,0,0,
333,35,C,N,45,0,20,app2
334,70,C,W,75,0.266666667,20,app1
335,50,G,N,60,0.333333333,0,
336,65,C,C,70,0.285714286,25,app2
337,65,N/A,L,55,0,0,
338,30,C,L,45,0,30,app2
339,25,C,N,70,0,0,
340,20,C,L,60,0,20,app2
341,45,A,L,60,0,30,app2
342,50,C,N,45,0,35,app2
343,20,A,N,45,0,50,app1
344,15,C,L,60,0,40,app2
345,220,B,C,45,0.666666667,35,app2
346,60,A,N,60,0.333333333,0,
347,30,B,N,70,0,35,app2
348,115,C,W,75,0,20,app2
349,25,D,L,75,0,25,app2
350,90,G,L,45,0,0,app2
351,45,C,T,45,0.111111111,35,app2
352,155,D,T,45,0.666666667,20,app1
353,30,F,N,55,0.272727273,0,
354,20,C,L,45,0,0,
355,220,A,N,60,0,30,app2
356,15,F,T,45,0.333333333,0,
357,85,C,T,75,0.6,25,app2
358,15,A,N,75000,0,15,app2
359,15,C,S,75,0,25,app2
360,210,C,C,55,0,15,app2
361,115,C,N,55,0.272727273,30,app2
362,90,B,S,60,0,20,app2
363,180,F,L,75,0,45,app2
364,35,C,C,70,0.357142857,35,app2
365,15,A,C,60,0,25,app2
366,15,C,L,55,0.727272727,0,app2
367,105,F,S,60,0,20,app1
368,75,F,C,45,0,0,
369,50,C,N,55,0,0,app1
370,15,C,A,60,0,20,app1
371,135,D,C,45,1,45,app2
372,220,C,N,75,0.6,25,app2
373,60,G,A,60,0,0,
374,90,B,N,45,0.111111111,95,app2
375,20,B,T,45,0,45,app1
376,110,F,L,75,0,15,app2
377,180,C,S,65,0,10,app2
378,45,A,L,75,0,0,
379,15,C,N,45,0.333333333,0,app2
380,90,E,N,45,0,10,app2
381,75,D,N,60,0,35,app2
382,185,C,C,50,0,20,app2
383,50,G,L,60,0,15,app2
384,40,A,W,55,0.181818182,30,app2
385,50,C,C,50,0,50,app2
386,35,F,L,60,0,0,app2
387,160,F,C,60,0,25,app2
388,55,F,L,45,0.222222222,5,app2
389,15,A,N,45,0,25,app2
390,15,C,C,45,0,5,app1
391,215,F,S,45,0,25,app2
392,100,A,C,75,0,20,app2
393,25,A,N,55,0.272727273,40,app2
394,175,C,N,45,0.333333333,0,
395,205,C,C,75,0,0,
396,25,G,W,45,0.333333333,30,app2
397,75,B,C,50,0,20,app2
398,45,F,C,45,0,10,app1
399,150,A,N,45,0,35,app1
400,25,C,L,75,0.333333333,50,app2
401,20,C,C,45,0,0,
402,95,C,L,50,0,35,app2
403,255,F,A,45,0,5,app2
404,40,C,S,50,0,25,app2
405,15,C,N,75,0.333333333,25,app2
406,20,B,C,45,0,40,app2
407,110,G,C,45,0.222222222,25,app1
408,45,C,N,60,0,0,app2
409,60,F,L,45,0,20,app2
410,15,C,N,N/A,0,25,app2
411,140,C,L,75,0.466666667,20,app2
412,20,C,L,75,0,20,app2
413,105,C,C,50,0.6,20,app2
414,75,F,C,45,0.333333333,10,app2
415,65,A,C,60,0.333333333,0,app2
416,240,F,L,75,0.333333333,25,app1
417,40,C,L,45,0.666666667,15,app1
418,25,N/A,L,65,0,30,app2
419,85,B,N,45,0,20,app2
420,95,A,L,45,0.333333333,15,app2
421,90,A,L,45,1,20,app2
422,120,C,N,50,0,55,app1
423,70,F,L,45,0,5,app2
424,25,C,N,45,0.444444444,25,app2
425,40,C,N,45,0,30,app2
426,50,C,C,45,0,0,
427,30,E,W,60,0,20,app2
428,15,C,S,55,0,55,app1
429,220,A,A,45,0,25,app2
430,25,B,N,45,0,25,app2
431,15,C,L,45,0,35,app1
432,140,F,C,75,0,5,app2
433,180,C,N,45,1,20,app2
434,25,F,N,75,0,0,
435,75,A,L,65,0.923076923,65,app1
436,180,C,C,60,0,15,app2
437,210,,L,75,0,35,app2
438,30,,C,45,0.111111111,5,app2
439,70,,N,60,0.916666667,30,app2
440,35,,L,60,0,0,
441,50,,C,75,0,0,
442,130,,S,45,0.333333333,25,app2
443,40,,L,45,0,25,app1
444,145,,L,75,0,20,app2
445,65,A,N,60,0.25,25,app1
446,25,C,A,65,0.076923077,15,app1
447,100,C,C,50,0,175,app2
448,50,C,C,75,0,85,app1
449,15,F,C,45,0,20,app2
450,20,C,N,45,0,55,app2
451,45,F,L,45,0,15,app2
452,25,C,S,65,0.307692308,65,app1
453,20,F,N,50,0,25,app2
454,15,A,N,50,0,20,app1
455,85,E,L,50,0.5,20,app2
456,15,E,N,45,0,20,app2
457,235,F,T,60,0,10,app2
458,20,C,N,65,0,70,app1
459,45,F,N,45,0,30,app2
460,20,A,N,60,0,5,app2
461,25,G,L,45,0.333333333,20,app2
462,65,G,C,60,0,20,app2
463,15,A,C,45,0,0,
464,195,B,W,45,0,25,app2
465,45,F,C,60,0,0,
466,40,C,C,60,0,10,app2
467,15,C,L,55,0,0,
468,15,C,L,75,0.066666667,40,app2
469,200,C,S,45,0,0,app1
470,25,A,N,55,0.363636364,20,app2
471,35,F,N,45,0,5,app2
472,30,A,N,55,0,30,app2
473,60,B,W,75,0.133333333,35,app2
474,20,A,L,60,0,10,app1
475,45,F,N,75,0,20,app1
476,20,A,N,70,0,25,app1
477,15,C,L,45,0,35,app1
478,15,C,L,50,0,10,app2
479,90,C,N,60,0,40,app2
480,115,F,L,75,0.133333333,20,app1
481,80,C,L,65,0,25,app2
482,55,N/A,C,60,0,5,app1
483,15,C,N,75,0,50,app1
484,40,A,L,55,0.272727273,40,app2
485,15,C,L,60,0,0,
486,265,C,C,45,0,15,app2
487,20,A,N,75,0,50,app1
488,70,C,S,45,0,25,app1
489,50,C,N,65,0.538461538,80,app2
490,90,B,N,75,0,30,app2
491,50,A,S,75,0,0,
492,35,F,N,75,0,20,app2
493,170,G,N,60,0.5,15,app2
494,25,C,C,75,0,75,app2
495,245,C,L,50,0,0,app2
496,180,F,L,45,0,5,app1
497,25,B,L,45,0,75,app2
498,45,B,S,75,0,30,app2
499,60,C,C,55,0,25,app2
500,45,C,W,55,0,95,app2
501,50,F,N,60,0,0,
502,55,C,T,65,0,35,app1
503,65,C,T,75,0.6,20,app2
504,125,C,N,75,1,25,app2
505,30,D,W,65,0,135,app2
506,30,B,W,45,0,30,app2
507,75,F,L,75,0,0,
508,40,A,N,75,0,0,
509,75,A,C,75,0,40,app2
510,40,E,N,60,0.083333333,20,app2
511,120,B,C,45,0,55,app2
512,150,F,C,45,0,5,app1
513,25,F,N,45,0,0,
514,105,C,N,75,0.066666667,20,app2
515,150,F,N,60,0,10,app2
516,60,G,N,75,0,15,app1
517,40,B,L,45,0,70,app2
518,140,C,N,75,0.666666667,0,
519,15,A,N,45,0,25,app2
520,20,F,W,75,0,25,app2
521,165,C,N,65,0,25,app2
522,45,C,S,60,0,0,app2
523,20,F,L,60,0,20,app2
524,40,N/A,L,75,0.333333333,10,app1
525,15,A,L,75,0,20,app2
526,15,D,L,45,0,15,app2
527,15,C,L,75,0,0,
528,75,A,C,60,0.333333333,15,app2
529,140,C,N,60,0,10,app2
530,65,C,C,45,0.111111111,5,app2
531,65,A,L,55,0,35,app2
532,70,C,L,75,0,95,app2
533,25,C,C,65,0,25,app2
534,240,C,C,55,0,0,app2
535,45,C,N,45,0,25,app2
536,15,C,S,75,0.333333333,25,app2
537,45,G,L,70,0,20,app2
538,80,E,A,75,0,25,app2
539,30,A,C,45,0,25,app2
540,50,C,L,60,0,30,app2
541,35,B,T,60,0.5,25,app2
542,50,C,L,60,0,25,app2
543,35,C,C,75,0,25,app1
544,15,C,C,60,0.333333333,25,app2
545,20,C,L,75,0,25,app2
546,60,F,N,45,0,25,app2
547,105,D,C,55,0,25,app2
548,25,C,L,75,0.333333333,30,app2
549,35,B,C,70,0.142857143,110,app1
550,20,A,C,45,0.333333333,20,app2
551,75,C,C,75,0,20,app1
552,80,F,C,70,0,45,app2
553,25,C,T,45,0,20,app2
554,15,C,C,60,0,40,app1
555,45,B,N,45,0.111111111,30,app2
556,135,A,L,45,0.111111111,0,app2
557,45,A,N,45,0,30,app2
558,195,C,T,45,0,35,app2
559,35,A,L,45,0.333333333,10,app2
560,235,C,C,N/A,0,15,app2
561,40,C,L,45,0,15,app2
562,65,C,C,60,0,35,app2
563,45,A,L,45,0,30,app2
564,20,C,L,45,0,30,app2
565,15,C,N,45,0,15,app2
566,15,C,C,60,0,5,app1
567,135,F,L,60,0,45,app2
568,15,C,A,45,0,15,app2
569,15,C,L,45,0,0,
570,35,B,C,55,0,20,app2
571,50,C,C,-45,0,20,app1
572,190,F,N,75,0,10,app1
573,35,B,A,75,0,40,app2
574,110,F,L,65,1,40,app2
575,115,A,N,50,0,15,app1
576,50,C,C,45,0,30,app2
577,20,B,W,60,0,45,app2
578,55,C,W,45,0.333333333,20,app2
579,50,F,N,75,0.333333333,20,app2
580,90,C,C,60,0,25,app2
581,30,C,C,55,0,0,
582,25,C,N,55,0,25,app2
583,45,F,N,50,0,20,app2
584,60,C,T,45,0,10,app2
585,100,C,L,60,0,15,app2
586,15,B,N,70,0,45,app2
587,95,C,C,60,0.333333333,25,app2
588,30,B,N,45,0,55,app2
589,50,F,N,60,0,15,app2
590,20,A,L,45,0,25,app2
591,20,D,N,45,0,45,app2
592,20,C,L,55,0,10,app2
593,20,F,L,45,0.333333333,30,app2
594,15,F,A,75,0,30,app2
595,115,B,W,80,0.0625,25,app1
596,15,F,C,45,0,20,app2
597,45,C,T,55,0,25,app2
598,15,A,C,45,0,30,app2
599,20,D,N,45,0.222222222,30,app1
600,15,C,L,45,0,30,app2
601,145,B,C,75,0,50,app2
602,30,C,C,75,0,30,app2
603,15,C,L,65,0,35,app1
604,25,A,T,75,0,0,
605,15,C,N,45,0,0,app2
606,135,F,S,45,0,30,app2
607,45,B,N,75,0,15,app2
608,30,N/A,L,50,0.4,60,app1
609,30,G,S,60,0,10,app2
610,30,A,N,75,0.333333333,20,app2
611,55,C,W,45,0.888888889,5,app2
612,15,C,N,55,0,0,
613,50,C,L,70,0,50,app2
614,20,A,S,45,0.222222222,55,app2
615,20,G,N,45,0,0,
616,15,F,L,45,0,10,app1
617,20,A,C,60,0,20,app2
618,50,B,N,60,0,20,app2
619,220,C,L,60,0,55,app2
620,140,G,N,45,0,20,app2
621,20,D,L,60,0,35,app2
622,40,C,L,50,0,45,app1
623,35,C,T,50,0,40,app2
624,15,A,W,45,0,110,app2
625,40,C,C,45,0,15,app2
626,20,C,W,55,0,0,
627,15,C,L,45,0,5,app1
628,20,C,N,75,0,25,app2
629,110,C,L,55,0.272727273,35,app2
630,25,C,C,45,0,55,app2
631,55,B,L,60,0,75,app2
632,165,F,S,45,0.333333333,25,app2
633,205,A,L,45,0,25,app2
634,30,C,N,60,0.833333333,0,
635,70,E,N,45,0,40,app2
636,15,G,C,45,0,35,app2
637,75,C,C,70,0.357142857,30,app2
638,160,A,L,45,0.333333333,15,app2
639,40,C,L,75,0,30,app2
640,20,B,N,60,0,35,app2
641,35,C,C,55,0,10,app2
642,20,C,L,60,0.5,0,
643,15,A,N,60,0,25,app2
644,25,C,L,60,0.5,5,app2
645,100,B,N,75,0.866666667,30,app2
646,125,F,N,75,0.2,60,app2
647,15,A,L,45,0,10,app1
648,15,C,N,75,0.333333333,40,app2
649,20,F,N,45,0,20,app2
650,60,B,N,50,0.3,35,app2
651,55,C,S,60,0,0,
652,30,A,N,65,0,150,app2
653,25,C,L,65,0,15,app1
654,45,F,C,60,0,15,app2
655,35,A,L,75,0,40,app2
656,245,F,C,45,0,0,
657,40,C,N,45,0,45,app1
658,135,B,L,60,0,30,app2
659,25,A,L,50,0.3,25,app2
660,225,B,L,45,0,35,app2
661,15,C,T,65,0,25,app1
662,80,F,L,55,0,20,app2
663,85,A,N,75,0.4,25,app2
664,100,A,A,45,0,55,app2
665,60,A,L,75,0,10,app1
666,70,F,L,65,0,25,app1
667,35,F,C,60,0.25,5,app2
668,95,F,N,45,0,10,app2
669,65,A,N,55,0.181818182,55,app2
670,30,B,N,45,0,30,app2
671,240,F,N,60,0.333333333,5,app2
672,115,C,C,75,0,40,app1
673,40,A,L,75,0,40,app2
674,55,C,W,65,0,0,app2
675,240,A,S,60,0,20,app2
676,75,D,N,45,0,0,
677,135,C,N,45,0,10,app2
678,15,G,L,45,0,30,app1
679,70,F,S,60,0,15,app1
680,200,C,C,65,0,25,app2
681,15,C,N,60,0.333333333,35,app2
682,15,C,N,75,0.266666667,20,app2
683,85,F,L,75,0,25,app2
684,140,C,T,45,0,10,app2
685,220,F,C,45,0,10,app2
686,195,F,N,45,0,15,app2
687,30,F,N,75,0,15,app2
688,95,C,L,70,0,30,app2
689,50,N/A,N,45,0,20,app2
690,60,C,L,60,0,25,app2
691,60,A,N,60,0,0,
692,15,B,C,45,0,95,app2
693,30,C,N,45,0,20,app2
694,35,F,N,50,0.2,30,app2
695,150,F,N,60,0,30,app2
696,15,A,C,60,0,5,app2
697,100,C,S,65,0,40,app2
698,65,C,N,55,0,20,app2
699,45,C,W,50,0,40,app2
700,70,C,W,N/A,0,40,app1
701,15,F,N,75,0,0,
702,55,A,N,45,0,0,
703,225,B,N,45,0,45,app2
704,20,A,C,45,0,25,app2
705,80,F,C,60,0,0,app2
706,15,B,N,60,0,45,app2
707,15,C,L,60,0.25,0,
708,135,F,C,45,0.666666667,10,app2
709,170,A,N,45,0,0,app1
710,25,F,L,75,0.266666667,0,app1
711,135,C,S,60,0,25,app2
712,35,C,L,60,0,35,app2
713,40,C,W,45,0.333333333,20,app2
714,20,C,T,45,0,10,app2
715,80,C,N,75,0,20,app2
716,205,A,C,75,0,25,app1
717,15,C,L,45,0.333333333,0,
718,20,C,A,55,0,30,app2
719,25,F,C,45,0,10,app2
720,15,C,C,75,0,50,app1
721,20,A,S,75,0.333333333,25,app2
722,20,F,L,60,0.166666667,20,app2
723,55,A,S,60,0,35,app2
724,15,C,N,75,0.133333333,0,
725,55,A,L,75,0,10,app1
726,25,C,L,65,0,0,
727,70,C,N,75,0,0,app2
728,90,C,L,45,0,40,app2
729,100,C,N,45,0,0,app1
730,40,C,C,60,0,15,app2
731,25,C,S,65,0.615384615,15,app2
732,155,C,T,60,0,5,app2
733,25,D,A,45,0,40,app1
734,25,A,L,60,0,15,app2
735,25,C,N,75,0,0,
736,80,C,N,45,0.666666667,45,app1
737,20,C,N,55,0,0,
738,45,D,C,45,0,10,app2
739,40,A,C,45,0,30,app2
740,95,C,N,60,0.333333333,30,app2
741,100,A,N,45,0,30,app2
742,65,C,L,45,0,45,app2
743,20,B,W,45,0,5,app2
744,100,C,W,75,0.333333333,55,app2
745,30,C,W,45,0,5,app2
746,50,C,S,75,0,20,app1
747,15,C,N,60,0,15,app2
748,75,F,N,45,0.777777778,20,app2
749,170,A,L,45,0,35,app1
750,35,C,T,75,0.066666667,35,app2
751,30,D,N,45,0,20,app1
752,40,A,C,45,0.333333333,65,app1
753,85,B,C,45,0,40,app2
754,20,C,N,75,0,30,app1
755,55,C,L,45,0,45,app2
756,115,C,L,45,0,25,app2
757,20,E,L,75,0.333333333,35,app2
758,70,C,N,45,0,0,app2
759,190,F,S,75,0,15,app2
760,80,E,N,55,0,15,app1
761,25,C,N,55,0,35,app2
762,80,E,S,75,0.466666667,30,app2
763,50,E,N,45,0,20,app2
764,185,C,N,75,0,20,app2
765,105,C,L,45,0.666666667,0,
766,20,C,W,50,0,0,
767,55,C,W,65,0,0,app1
768,25,G,W,45,0,5,app1
769,85,B,L,65,0.230769231,30,app2
770,170,C,N,45,0,35,app2
771,30,D,L,45,0,5,app2
772,120,D,W,45,0,20,app1
773,15,C,L,60,0,20,app2
774,70,C,C,45,0.666666667,0,
775,170,F,W,45,0,0,app2
776,175,E,C,75,0,5,app2
777,20,E,N,45,0,0,
778,15,D,L,45,0,25,app1
779,25,C,N,70,0,15,app2
780,15,C,C,45,0.333333333,35,app2
781,15,C,C,45,0.111111111,15,app2
782,45,N/A,T,75,0.333333333,35,app2
